"X","id","journal","vol","issue","articleNum","title","has.data","url","article.url","data.url","htmlFile","publication.date","data.size","data.unit","keywords","JEL","JEL1","JEL2","JEL3","JEL4","JEL5","JEL6","JEL7","zip.size","data.files.size","size.7z","size.ado","size.c","size.cpp","size.csv","size.dat","size.do","size.dta","size.f95","size.g","size.gms","size.gz","size.java","size.js","size.lng","size.m","size.mat","size.mod","size.nb","size.prg","size.py","size.r","size.rdata","size.sas","size.sas7bdat","size.tar","size.tsp","size.txt","size.xls","size.xlsx","size.xml","size.zip","size.ztt","year","month","date"
11,"aejapp_1_1_9","aejapp",1,1,9,"Biological Gender Differences, Absenteeism, and the Earnings Gap","FALSE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.1.183","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.1.183",NA,"D:/libraries/ScrapAER/html/aejapp_vol_1_issue_1_article_9.html","2009/01",0,"MB",NA,"J16: Economics of Gender; Non-labor Discrimination, J22: Time Allocation and Labor Supply, J31: Wage Level and Structure; Wage Differentials, , , , ","J16: Economics of Gender; Non-labor Discrimination","J22: Time Allocation and Labor Supply","J31: Wage Level and Structure; Wage Differentials","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"2009-1-01"
12,"aejapp_1_2_1","aejapp",1,2,1,"Are There Missing Girls in the United States? Evidence from Birth Data","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.1","http://www.aeaweb.org/aej/app/data/2008-0039_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_1.html","2009/04",29.82,"MB",NA,"J11: Demographic Trends and Forecasts; General Migration, J16: Economics of Gender; Non-labor Discrimination, , , , , ","J11: Demographic Trends and Forecasts; General Migration","J16: Economics of Gender; Non-labor Discrimination","","","","","",141.31445,140.5792,0,0,0,0,0,0,0.028735,140.5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,"2009-4-01"
13,"aejapp_1_2_2","aejapp",1,2,2,"Does the Media Matter? A Field Experiment Measuring the Effect of Newspapers on Voting Behavior and Political Opinions","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.35","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.35","http://www.aeaweb.org/aej-applied/data/2007-0007_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_2.html","2009/04",0.26088,"MB",NA,"D72: Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior, L82: Entertainment; Media, , , , , ","D72: Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior","L82: Entertainment; Media","","","","","",1.947905,1.330901,0,0,0,0,0,0,0.014085,1.330901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,"2009-4-01"
14,"aejapp_1_2_3","aejapp",1,2,3,"Income Inequality and Progressive Income Taxation in China and India, 1986-2015","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.53","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.53","http://www.aeaweb.org/aej-applied/data/2007-0004_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_3.html","2009/04",0.18893,"MB",NA,"D31: Personal Income, Wealth, and Their Distributions, H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes, O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration, O23: Fiscal and Monetary Policy in Development, P23: Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population, P35: Socialist Institutions and Their Transitions: Public Economics, ","D31: Personal Income, Wealth, and Their Distributions","H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes","O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration","O23: Fiscal and Monetary Policy in Development","P23: Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population","P35: Socialist Institutions and Their Transitions: Public Economics","",1.441133,1.434624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434624,0,0,0,0,2009,4,"2009-4-01"
15,"aejapp_1_2_4","aejapp",1,2,4,"What Determines Giving to Hurricane Katrina Victims? Experimental Evidence on Racial Group Loyalty","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.64","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.64","http://www.aeaweb.org/aej/app/data/2007-0098_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_4.html","2009/04",0.37557,"MB",NA,"D64: Altruism, J15: Economics of Minorities and Races; Non-labor Discrimination, Q54: Climate; Natural Disasters; Global Warming, , , , ","D64: Altruism","J15: Economics of Minorities and Races; Non-labor Discrimination","Q54: Climate; Natural Disasters; Global Warming","","","","",0.595653,0.241541,0,0,0,0,0,0,0.046331,0.241541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013743,0,0,0,0,0,2009,4,"2009-4-01"
16,"aejapp_1_2_5","aejapp",1,2,5,"Do Labor Market Rigidities Have Microeconomic Effects? Evidence from within the Firm","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.88","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.88","http://www.aeaweb.org/aej/app/data/2007-0021_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_5.html","2009/04",1.44,"MB",NA,"E24: Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital, J08: Labor Economics Policies, J23: Labor Demand, K31: Labor Law, M51: Personnel Economics: Firm Employment Decisions; Promotions, , ","E24: Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital","J08: Labor Economics Policies","J23: Labor Demand","K31: Labor Law","M51: Personnel Economics: Firm Employment Decisions; Promotions","","",2.096923,0.03955,0,0,0,0,0,0,0.053234,0.03955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,"2009-4-01"
17,"aejapp_1_2_6","aejapp",1,2,6,"A Cautionary Tale about the Use of Administrative Data: Evidence from Age of Marriage Laws","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.128","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.128","http://www.aeaweb.org/aej/app/data/2008-0014_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_6.html","2009/04",18.94,"MB",NA,"J12: Marriage; Marital Dissolution; Family Structure; Domestic Abuse, K36: Family and Personal Law, , , , , ","J12: Marriage; Marital Dissolution; Family Structure; Domestic Abuse","K36: Family and Personal Law","","","","","",560.433625,560.399329,0,0,0,0,0,0,0.020987,560.366479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03285,0,0,0,0,2009,4,"2009-4-01"
18,"aejapp_1_2_7","aejapp",1,2,7,"A Biological Model of Unions","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.150","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.150","http://www.aeaweb.org/aej/app/data/2007-0003_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_7.html","2009/04",0.0381,"MB",NA,"A12: Relation of Economics to Other Disciplines, J51: Trade Unions: Objectives, Structure, and Effects, , , , , ","A12: Relation of Economics to Other Disciplines","J51: Trade Unions: Objectives, Structure, and Effects","","","","","",0.079585,0.033004,0,0,0,0,0,0,0.004013,0.033004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,"2009-4-01"
19,"aejapp_1_2_8","aejapp",1,2,8,"History Matters: The Long-Term Impact of Colonial Public Investments in French West Africa","FALSE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.2.176","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.2.176",NA,"D:/libraries/ScrapAER/html/aejapp_vol_1_issue_2_article_8.html","2009/04",0,"MB",NA,"H41: Public Goods, H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock, N37: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: Africa; Oceania, N47: Economic History: Government, War, Law, and Regulation: Africa; Oceania, O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance, , ","H41: Public Goods","H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock","N37: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: Africa; Oceania","N47: Economic History: Government, War, Law, and Regulation: Africa; Oceania","O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"2009-4-01"
20,"aejapp_1_3_1","aejapp",1,3,1,"Are Women More Credit Constrained? Experimental Evidence on Gender and Microenterprise Returns","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.1","http://www.aeaweb.org/aej/app/data/2008-0146_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_1.html","2009/07",1.29,"MB",NA,"D13: Household Production and Intrahousehold Allocation, D14: Personal Finance, J16: Economics of Gender; Non-labor Discrimination, L25: Firm Performance: Size, Diversification, and Scope, L26: Entrepreneurship, O12: Microeconomic Analyses of Economic Development, O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance","D13: Household Production and Intrahousehold Allocation","D14: Personal Finance","J16: Economics of Gender; Non-labor Discrimination","L25: Firm Performance: Size, Diversification, and Scope","L26: Entrepreneurship","O12: Microeconomic Analyses of Economic Development","O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance",12.644855,12.547116,0,0,0,0,0,0,0.054503,12.547116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
21,"aejapp_1_3_2","aejapp",1,3,2,"The Effect of Grade Retention on High School Completion","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.33","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.33","http://www.aeaweb.org/aej/app/data/2007-0053_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_2.html","2009/07",0.03626,"MB",NA,"I21: Analysis of Education, J13: Fertility; Family Planning; Child Care; Children; Youth, , , , , ","I21: Analysis of Education","J13: Fertility; Family Planning; Child Care; Children; Youth","","","","","",0.147483,0,0,0.024437,0,0,0,0,0.087401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
22,"aejapp_1_3_3","aejapp",1,3,3,"Legal Reform and Loan Repayment: The Microeconomic Impact of Debt Recovery Tribunals in India","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.59","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.59","http://www.aeaweb.org/aej/app/data/2007-0032_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_3.html","2009/07",0.0151,"MB",NA,"G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages, K41: Litigation Process, O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance, O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements, , , ","G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages","K41: Litigation Process","O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance","O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements","","","",0.059838,0,0,0,0,0,0,0,0.044674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
23,"aejapp_1_3_4","aejapp",1,3,4,"The Smuggling of Art, and the Art of Smuggling: Uncovering the Illicit Trade in Cultural Property and Antiques","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.82","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.82","http://www.aeaweb.org/aej/app/data/2008-0093_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_4.html","2009/07",1.16,"MB",NA,"F14: Country and Industry Studies of Trade, K42: Illegal Behavior and the Enforcement of Law, Z11: Cultural Economics: Economics of the Arts and Literature, Z13: Economic Sociology; Economic Anthropology, , , ","F14: Country and Industry Studies of Trade","K42: Illegal Behavior and the Enforcement of Law","Z11: Cultural Economics: Economics of the Arts and Literature","Z13: Economic Sociology; Economic Anthropology","","","",10.240987,10.201661,0,0,0,0,0,0,0.007601,10.201661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
24,"aejapp_1_3_5","aejapp",1,3,5,"To Work or Not to Work? Child Development and Maternal Labor Supply","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.97","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.97","http://www.aeaweb.org/aej/app/data/2008-0143_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_5.html","2009/07",0.02379,"MB",NA,"J13: Fertility; Family Planning; Child Care; Children; Youth, J16: Economics of Gender; Non-labor Discrimination, J22: Time Allocation and Labor Supply, , , , ","J13: Fertility; Family Planning; Child Care; Children; Youth","J16: Economics of Gender; Non-labor Discrimination","J22: Time Allocation and Labor Supply","","","","",0.033659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
25,"aejapp_1_3_6","aejapp",1,3,6,"Early Childhood Intervention and Life-Cycle Skill Development: Evidence from Head Start","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.111","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.111","http://www.aeaweb.org/aej/app/data/2008-0217_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_6.html","2009/07",6.26,"MB",NA,"H52: National Government Expenditures and Education, I28: Education: Government Policy, I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs, J13: Fertility; Family Planning; Child Care; Children; Youth, , , ","H52: National Government Expenditures and Education","I28: Education: Government Policy","I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs","J13: Fertility; Family Planning; Child Care; Children; Youth","","","",46.200863,46.092811,0,0,0,0,0,0,0.104536,46.092811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
26,"aejapp_1_3_7","aejapp",1,3,7,"Task Specialization, Immigration, and Wages","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.135","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.135","http://www.aeaweb.org/aej/app/data/2008-0057_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_7.html","2009/07",1.69,"MB",NA,"J24: Human Capital; Skills; Occupational Choice; Labor Productivity, J31: Wage Level and Structure; Wage Differentials, J61: Geographic Labor Mobility; Immigrant Workers, , , , ","J24: Human Capital; Skills; Occupational Choice; Labor Productivity","J31: Wage Level and Structure; Wage Differentials","J61: Geographic Labor Mobility; Immigrant Workers","","","","",4.865847,4.022668,0,0,0,0,0,0,0.234115,3.94894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073728,0,0,0,0,2009,7,"2009-7-01"
27,"aejapp_1_3_8","aejapp",1,3,8,"HIV/AIDS and Fertility","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.3.170","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.3.170","http://www.aeaweb.org/aej/app/data/2008-0199_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_3_article_8.html","2009/07",0.06359,"MB",NA,"I12: Health Production, J13: Fertility; Family Planning; Child Care; Children; Youth, O12: Microeconomic Analyses of Economic Development, , , , ","I12: Health Production","J13: Fertility; Family Planning; Child Care; Children; Youth","O12: Microeconomic Analyses of Economic Development","","","","",0.162376,0.003868,0,0,0,0,0.000352,0,0.112014,0.003516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,"2009-7-01"
28,"aejapp_1_4_1","aejapp",1,4,1,"Do Television and Radio Destroy Social Capital? Evidence from Indonesian Villages","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.1.4.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.1.4.1","http://www.aeaweb.org/aej/app/data/2008-0083_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_1_issue_4_article_1.html","2009/10",4.45,"MB",NA,"L82: Entertainment; Media, O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration, Z13: Economic Sociology; Economic Anthropology, , , , ","L82: Entertainment; Media","O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration","Z13: Economic Sociology; Economic Anthropology","","","","",71.503934,70.557835,0,0.005832,0,0,0,0,0.042144,70.557835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10,"2009-10-01"
